,ts,master_metadata_album_artist_name
9963,2020-02-28,Future
9964,2020-02-28,Halsey
9965,2020-02-28,Camila Cabello
9966,2020-02-28,Justin Bieber
9967,2020-02-28,The Weeknd
9968,2020-02-28,Selena Gomez
9969,2020-02-28,Arizona Zervas
9970,2020-02-28,Surfaces
9971,2020-02-28,Harry Styles
9972,2020-02-28,Panic! At The Disco
9973,2020-02-28,Post Malone
9974,2020-02-28,Zedd
9975,2020-02-28,The Chainsmokers
9976,2020-02-28,The Chainsmokers
9977,2020-02-28,MKTO
9978,2020-02-28,Billy Talent
9979,2020-02-28,Simple Plan
9980,2020-02-28,Billy Talent
9981,2020-02-28,Simple Plan
9982,2020-02-28,Simple Plan
9983,2020-02-28,Billy Talent
9984,2020-02-28,Simple Plan
9985,2020-02-28,Billy Talent
9986,2020-02-28,Hollywood Undead
9987,2020-02-28,Simple Plan
9988,2020-02-28,MKTO
9989,2020-02-28,Bruno Mars
9990,2020-02-28,Hailee Steinfeld
9991,2020-02-28,KYLE
9992,2020-02-28,The Chainsmokers
9993,2020-02-28,Future
9994,2020-02-28,Future
9995,2020-02-29,Migos
9996,2020-02-29,Migos
9997,2020-02-29,Meek Mill
9998,2020-02-29,Travis Scott
9999,2020-02-29,G-Eazy
10000,2020-02-29,BlocBoy JB
10001,2020-02-29,Young Thug
10002,2020-02-29,The Weeknd
10003,2020-02-29,Drake
10004,2020-02-29,Roddy Ricch
10005,2020-02-29,Roddy Ricch
10006,2020-02-29,Travis Scott
10007,2020-02-29,G-Eazy
10008,2020-02-29,The Weeknd
10009,2020-02-29,The Weeknd
10010,2020-02-29,Drake
10011,2020-02-29,21 Savage
10012,2020-02-29,The Weeknd
10013,2020-02-29,Travis Scott
10014,2020-02-29,Travis Scott
10015,2020-02-29,Lil Tecca
10016,2020-02-29,Lil Baby
10017,2020-02-29,Post Malone
10018,2020-02-29,Kodak Black
10019,2020-02-29,Migos
10020,2020-02-29,The Weeknd
10021,2020-02-29,Meek Mill
10022,2020-02-29,Roddy Ricch
10023,2020-02-29,Future
10024,2020-02-29,G-Eazy
10025,2020-02-29,BlocBoy JB
10026,2020-02-29,Young Thug
10027,2020-02-29,Drake
10028,2020-02-29,benny blanco
10029,2020-02-29,KYLE
10030,2020-02-29,YNW Melly
10031,2020-02-29,Juice WRLD
10032,2020-02-29,Trey Songz
10033,2020-03-01,DJ Khaled
10034,2020-03-01,Post Malone
10035,2020-03-01,The Weeknd
10036,2020-03-01,Travis Scott
10037,2020-03-01,Drake
10038,2020-03-01,Travis Scott
10039,2020-03-01,Migos
10040,2020-03-01,21 Savage
10041,2020-03-01,Migos
10042,2020-03-01,Arizona Zervas
10043,2020-03-01,Simple Plan
10044,2020-03-01,MKTO
10045,2020-03-01,Billy Talent
10046,2020-03-01,Ed Sheeran
10047,2020-03-01,Simple Plan
10048,2020-03-01,Hailee Steinfeld
10049,2020-03-01,MKTO
10050,2020-03-01,Simple Plan
10051,2020-03-01,Future
10052,2020-03-01,Zedd
10053,2020-03-01,The Chainsmokers
10054,2020-03-01,The Chainsmokers
10055,2020-03-01,The Chainsmokers
10056,2020-03-01,Bruno Mars
10057,2020-03-01,MKTO
10058,2020-03-01,Ed Sheeran
10059,2020-03-01,Arizona Zervas
10060,2020-03-01,Lauv
10061,2020-03-01,benny blanco
10062,2020-03-01,Austin Mahone
10063,2020-03-01,Simple Plan
10064,2020-03-01,Billy Talent
10065,2020-03-01,MKTO
10066,2020-03-01,Hailee Steinfeld
10067,2020-03-01,Future
10068,2020-03-01,KC & The Sunshine Band
10069,2020-03-01,Juice WRLD
10070,2020-03-01,Ed Sheeran
10071,2020-03-01,Kid Quill
10072,2020-03-01,Ed Sheeran
10073,2020-03-01,Julia Michaels
10074,2020-03-01,Taylor Swift
10075,2020-03-01,Lil Tecca
10076,2020-03-01,Taylor Swift
10077,2020-03-01,Travis Scott
10078,2020-03-01,The Chainsmokers
10079,2020-03-01,Ed Sheeran
10080,2020-03-01,Logic
10081,2020-03-01,Drake
10082,2020-03-01,Juice WRLD
10083,2020-03-01,Ed Sheeran
10084,2020-03-01,Lil Tjay
10085,2020-03-01,Post Malone
10086,2020-03-01,Taylor Swift
10087,2020-03-01,Ed Sheeran
10088,2020-03-01,Marshmello
10089,2020-03-01,Logic
10090,2020-03-01,Post Malone
10091,2020-03-02,Ed Sheeran
10092,2020-03-02,BTS
10093,2020-03-02,Halsey
10094,2020-03-02,Boyce Avenue
10095,2020-03-02,G-Eazy
10096,2020-03-02,The Fray
10097,2020-03-02,The Chainsmokers
10098,2020-03-02,The Weeknd
10099,2020-03-02,Future
10100,2020-03-02,G-Eazy
10101,2020-03-02,Lil Baby
10102,2020-03-02,Lil Tecca
10103,2020-03-02,The Weeknd
10104,2020-03-02,Roddy Ricch
10105,2020-03-02,Lil Baby
10106,2020-03-02,Young Thug
10107,2020-03-02,The Weeknd
10108,2020-03-02,Meek Mill
10109,2020-03-02,Drake
10110,2020-03-02,Kodak Black
10111,2020-03-02,BlocBoy JB
10112,2020-03-02,Travis Scott
10113,2020-03-02,Travis Scott
10114,2020-03-02,Future
10115,2020-03-02,Lil Tecca
10116,2020-03-02,Taylor Swift
10117,2020-03-02,Taylor Swift
10118,2020-03-02,Taylor Swift
10119,2020-03-02,Lil Tecca
10120,2020-03-02,Lauv
10121,2020-03-02,Ed Sheeran
10122,2020-03-02,The Lonely Island
10123,2020-03-02,The Lonely Island
10124,2020-03-02,The Lonely Island
10125,2020-03-02,The Lonely Island
10126,2020-03-02,Mariah Carey
10127,2020-03-02,Rednex
10128,2020-03-02,a-ha
10129,2020-03-02,a-ha
10130,2020-03-02,Mariah Carey
10131,2020-03-02,The Lonely Island
10132,2020-03-02,PIKOTARO
10133,2020-03-02,Céline Dion
10134,2020-03-02,Kahoot!
10135,2020-03-02,VGR
10136,2020-03-02,C418
10137,2020-03-02,Smash Mouth
10138,2020-03-02,Smash Mouth
10139,2020-03-02,a-ha
10140,2020-03-02,Ariana Grande
10141,2020-03-02,Mariah Carey
10142,2020-03-02,Arizona Zervas
10143,2020-03-02,Hailee Steinfeld
10144,2020-03-02,The Chainsmokers
10145,2020-03-02,Zedd
10146,2020-03-02,The Chainsmokers
10147,2020-03-02,MKTO
10148,2020-03-02,Simple Plan
10149,2020-03-02,Simple Plan
10150,2020-03-02,Simple Plan
10151,2020-03-02,MKTO
10152,2020-03-02,Ed Sheeran
10153,2020-03-02,Hailee Steinfeld
10154,2020-03-02,Rednex
10155,2020-03-03,The Lonely Island
10156,2020-03-03,Rednex
10157,2020-03-03,The Lonely Island
10158,2020-03-03,Kahoot!
10159,2020-03-03,Migos
10160,2020-03-03,Travis Scott
10161,2020-03-03,Post Malone
10162,2020-03-03,Drake
10163,2020-03-03,Travis Scott
10164,2020-03-03,Drake
10165,2020-03-03,G-Eazy
10166,2020-03-03,Travis Scott
10167,2020-03-03,Meek Mill
10168,2020-03-03,The Chainsmokers
10169,2020-03-03,Future
10170,2020-03-03,Arizona Zervas
10171,2020-03-03,Hailee Steinfeld
10172,2020-03-03,The Weeknd
10173,2020-03-03,A Boogie Wit da Hoodie
10174,2020-03-03,Blueface
10175,2020-03-03,Lil Baby
10176,2020-03-03,Migos
10177,2020-03-03,The Weeknd
10178,2020-03-03,The Weeknd
10179,2020-03-03,Migos
10180,2020-03-03,The Weeknd
10181,2020-03-03,Drake
10182,2020-03-03,Travis Scott
10183,2020-03-03,Drake
10184,2020-03-03,G-Eazy
10185,2020-03-03,Travis Scott
10186,2020-03-03,Meek Mill
10187,2020-03-03,Lil Tecca
10188,2020-03-03,21 Savage
10189,2020-03-03,The Weeknd
10190,2020-03-04,BlocBoy JB
10191,2020-03-04,Lecrae
10192,2020-03-04,Lecrae
10193,2020-03-04,Tori Kelly
10194,2020-03-04,Tori Kelly
10195,2020-03-04,Tori Kelly
10196,2020-03-04,Train
10197,2020-03-04,Ed Sheeran
10198,2020-03-04,Hailee Steinfeld
10199,2020-03-04,William Jacobs
10200,2020-03-04,pewdiepie
10201,2020-03-04,pewdiepie
10202,2020-03-04,Big Shaq
10203,2020-03-04,TOTO
10204,2020-03-04,Shakira
10205,2020-03-04,KSI
10206,2020-03-04,The Weeknd
10207,2020-03-04,The Weeknd
10208,2020-03-04,Drake
10209,2020-03-04,Travis Scott
10210,2020-03-04,Drake
10211,2020-03-04,G-Eazy
10212,2020-03-04,Travis Scott
10213,2020-03-04,Meek Mill
10214,2020-03-04,Lil Tecca
10215,2020-03-04,21 Savage
10216,2020-03-04,BlocBoy JB
10217,2020-03-04,Mustard
10218,2020-03-04,Lil Mosey
10219,2020-03-04,Kid Ink
10220,2020-03-04,Migos
10221,2020-03-04,Migos
10222,2020-03-04,Migos
10223,2020-03-04,Taylor Swift
10224,2020-03-04,Taylor Swift
10225,2020-03-04,Taylor Swift
10226,2020-03-04,Taylor Swift
10227,2020-03-04,Taylor Swift
10228,2020-03-04,Taylor Swift
10229,2020-03-04,Taylor Swift
10230,2020-03-04,Taylor Swift
10231,2020-03-04,Taylor Swift
10232,2020-03-04,Kid Ink
10233,2020-03-04,KYLE
10234,2020-03-04,The Weeknd
10235,2020-03-04,Taylor Swift
10236,2020-03-04,Barenaked Ladies
10237,2020-03-04,Lil Uzi Vert
10238,2020-03-04,MKTO
10239,2020-03-04,Zedd
10240,2020-03-04,Simple Plan
10241,2020-03-04,MKTO
10242,2020-03-04,Ed Sheeran
10243,2020-03-04,Hailee Steinfeld
10244,2020-03-04,Train
10245,2020-03-04,Jason Mraz
10246,2020-03-04,Zedd
10247,2020-03-04,Murcy
10248,2020-03-04,Charlie's Angels
10249,2020-03-04,The Fray
10250,2020-03-04,Passenger
10251,2020-03-04,Boyce Avenue
10252,2020-03-04,A Great Big World
10253,2020-03-04,NF
10254,2020-03-04,NF
10255,2020-03-04,Post Malone
10256,2020-03-04,XXXTENTACION
10257,2020-03-04,Olivia O'Brien
10258,2020-03-04,HRVY
10259,2020-03-05,HRVY
10260,2020-03-05,Loote
10261,2020-03-05,Hailee Steinfeld
10262,2020-03-05,Train
10263,2020-03-05,Mariah Carey
10264,2020-03-05,The Lonely Island
10265,2020-03-05,The Lonely Island
10266,2020-03-05,PIKOTARO
10267,2020-03-05,Céline Dion
10268,2020-03-05,Kahoot!
10269,2020-03-05,VGR
10270,2020-03-05,C418
10271,2020-03-05,The OneUps
10272,2020-03-05,pewdiepie
10273,2020-03-05,pewdiepie
10274,2020-03-05,Big Shaq
10275,2020-03-05,Owl City
10276,2020-03-05,HRVY
10277,2020-03-05,SHAUN
10278,2020-03-05,Why Don't We
10279,2020-03-05,Khalid
10280,2020-03-05,SHAUN
10281,2020-03-05,Garrett Nash
10282,2020-03-05,Lauv
10283,2020-03-05,Sam Feldt
10284,2020-03-05,Khalid
10285,2020-03-05,5 Seconds of Summer
10286,2020-03-05,SHAUN
10287,2020-03-05,Garrett Nash
10288,2020-03-05,Lauv
10289,2020-03-05,Sam Feldt
10290,2020-03-05,5 Seconds of Summer
10291,2020-03-05,Alex & Sierra
10292,2020-03-05,Migos
10293,2020-03-05,The Weeknd
10294,2020-03-05,The Weeknd
10295,2020-03-05,Drake
10296,2020-03-05,Travis Scott
10297,2020-03-05,Drake
10298,2020-03-05,G-Eazy
10299,2020-03-05,Travis Scott
10300,2020-03-05,Kid Ink
10301,2020-03-05,Kid Ink
10302,2020-03-05,The Weeknd
10303,2020-03-05,Roddy Ricch
10304,2020-03-05,Simple Plan
10305,2020-03-05,Simple Plan
10306,2020-03-05,MKTO
10307,2020-03-05,Ed Sheeran
10308,2020-03-05,Hailee Steinfeld
10309,2020-03-05,Train
10310,2020-03-05,Jason Mraz
10311,2020-03-05,Zedd
10312,2020-03-05,The Chainsmokers
10313,2020-03-05,Simple Plan
10314,2020-03-05,MKTO
10315,2020-03-05,Hailee Steinfeld
10316,2020-03-05,Travis Scott
10317,2020-03-05,Hailee Steinfeld
10318,2020-03-05,Train
10319,2020-03-05,Jason Mraz
10320,2020-03-05,Zedd
10321,2020-03-05,Bebe Rexha
10322,2020-03-05,Arizona Zervas
10323,2020-03-05,MKTO
10324,2020-03-05,Billie Eilish
10325,2020-03-05,Hailee Steinfeld
10326,2020-03-05,The Chainsmokers
10327,2020-03-05,Zedd
10328,2020-03-05,The Chainsmokers
10329,2020-03-06,MKTO
10330,2020-03-06,Hailee Steinfeld
10331,2020-03-06,The Chainsmokers
10332,2020-03-06,Zedd
10333,2020-03-06,The Chainsmokers
10334,2020-03-06,MKTO
10335,2020-03-06,Simple Plan
10336,2020-03-06,MKTO
10337,2020-03-06,Simple Plan
10338,2020-03-06,Billy Talent
10339,2020-03-06,Silverstein
10340,2020-03-06,Skillet
10341,2020-03-06,Arizona Zervas
10342,2020-03-06,MKTO
10343,2020-03-06,Hailee Steinfeld
10344,2020-03-06,Train
10345,2020-03-06,Jason Mraz
10346,2020-03-06,Zedd
10347,2020-03-06,Bebe Rexha
10348,2020-03-06,Anna Clendening
10349,2020-03-06,The Chainsmokers
10350,2020-03-06,AJ Mitchell
10351,2020-03-06,Ed Sheeran
10352,2020-03-06,Ed Sheeran
10353,2020-03-06,Kygo
10354,2020-03-06,Ed Sheeran
10355,2020-03-06,Kid Quill
10356,2020-03-06,Ed Sheeran
10357,2020-03-06,Julia Michaels
10358,2020-03-06,Taylor Swift
10359,2020-03-06,Lil Tecca
10360,2020-03-06,Taylor Swift
10361,2020-03-06,Travis Scott
10362,2020-03-06,The Chainsmokers
10363,2020-03-06,Ed Sheeran
10364,2020-03-06,Logic
10365,2020-03-06,Drake
10366,2020-03-06,Juice WRLD
10367,2020-03-06,Ed Sheeran
10368,2020-03-06,Lil Tjay
10369,2020-03-06,Post Malone
10370,2020-03-06,Taylor Swift
10371,2020-03-06,21 Savage
10372,2020-03-06,BlocBoy JB
10373,2020-03-06,Ed Sheeran
10374,2020-03-06,KC & The Sunshine Band
10375,2020-03-06,Ed Sheeran
10376,2020-03-06,Ed Sheeran
10377,2020-03-06,Ed Sheeran
10378,2020-03-06,Kygo
10379,2020-03-06,Kodak Black
10380,2020-03-06,Lil Baby
10381,2020-03-06,The Weeknd
10382,2020-03-06,Kygo
10383,2020-03-06,Lil Uzi Vert
10384,2020-03-06,Kid Ink
10385,2020-03-07,21 Savage
10386,2020-03-07,Young Thug
10387,2020-03-07,BlocBoy JB
10388,2020-03-07,Loud Luxury
10389,2020-03-07,Panic! At The Disco
10390,2020-03-07,Zedd
10391,2020-03-07,Ty Parr
10392,2020-03-07,Capital Cities
10393,2020-03-07,Mr. Probz
10394,2020-03-07,Loote
10395,2020-03-07,Hailee Steinfeld
10396,2020-03-07,HRVY
10397,2020-03-07,Lil Mosey
10398,2020-03-07,Taylor Swift
10399,2020-03-07,Hailee Steinfeld
10400,2020-03-07,Hailee Steinfeld
10401,2020-03-07,Hailee Steinfeld
10402,2020-03-07,Train
10403,2020-03-07,Jason Mraz
10404,2020-03-07,Zedd
10405,2020-03-07,Hailee Steinfeld
10406,2020-03-07,Hailee Steinfeld
10407,2020-03-07,B.o.B
10408,2020-03-07,MKTO
10409,2020-03-07,Hailee Steinfeld
10410,2020-03-07,Message To Bears
10411,2020-03-07,Boyce Avenue
10412,2020-03-07,The Fray
10413,2020-03-07,Arizona Zervas
10414,2020-03-07,The Chainsmokers
10415,2020-03-07,Boyce Avenue
10416,2020-03-07,A Great Big World
10417,2020-03-07,NF
10418,2020-03-07,Juice WRLD
10419,2020-03-07,benny blanco
10420,2020-03-07,HRVY
10421,2020-03-07,Zedd
10422,2020-03-07,Khalid
10423,2020-03-07,Garrett Nash
10424,2020-03-07,The Chainsmokers
10425,2020-03-07,Loud Luxury
10426,2020-03-07,Panic! At The Disco
10427,2020-03-07,Zedd
10428,2020-03-07,DaBaby
10429,2020-03-07,XXXTENTACION
10430,2020-03-07,Ed Sheeran
10431,2020-03-08,Marshmello
10432,2020-03-08,Justin Bieber
10433,2020-03-08,Ed Sheeran
10434,2020-03-08,Zedd
10435,2020-03-08,The Chainsmokers
10436,2020-03-08,Simple Plan
10437,2020-03-08,MKTO
10438,2020-03-08,Justin Bieber
10439,2020-03-08,Hailee Steinfeld
10440,2020-03-08,Hailee Steinfeld
10441,2020-03-08,Hailee Steinfeld
10442,2020-03-08,Spongebob Squarepants
10443,2020-03-08,Spongebob Squarepants
10444,2020-03-08,Spongebob Squarepants
10445,2020-03-08,Spongebob Squarepants
10446,2020-03-08,Spongebob Squarepants
10447,2020-03-08,Spongebob Squarepants
10448,2020-03-08,Justin Bieber
10449,2020-03-08,Hailee Steinfeld
10450,2020-03-08,Zedd
10451,2020-03-08,The Chainsmokers
10452,2020-03-08,Arizona Zervas
10453,2020-03-08,Hailee Steinfeld
10454,2020-03-08,The Chainsmokers
10455,2020-03-08,Zedd
10456,2020-03-08,The Chainsmokers
10457,2020-03-08,MKTO
10458,2020-03-08,Simple Plan
10459,2020-03-08,MKTO
10460,2020-03-08,Ed Sheeran
10461,2020-03-08,Ed Sheeran
10462,2020-03-08,The Script
10463,2020-03-08,Rudimental
10464,2020-03-08,Jason Mraz
10465,2020-03-08,Passenger
10466,2020-03-08,Phillip Phillips
10467,2020-03-08,Bazzi
10468,2020-03-08,Lauren Daigle
10469,2020-03-08,Lecrae
10470,2020-03-08,Anne-Marie
10471,2020-03-08,David Guetta
10472,2020-03-08,Lukas Graham
10473,2020-03-08,AJR
10474,2020-03-08,Train
10475,2020-03-08,Ed Sheeran
10476,2020-03-08,Ed Sheeran
10477,2020-03-08,Bazzi
10478,2020-03-08,Bazzi
10479,2020-03-08,Jason Mraz
10480,2020-03-08,Ed Sheeran
10481,2020-03-08,Ed Sheeran
10482,2020-03-08,Ed Sheeran
10483,2020-03-08,Jason Mraz
10484,2020-03-08,Ed Sheeran
10485,2020-03-08,Justin Bieber
10486,2020-03-08,Ed Sheeran
10487,2020-03-08,Ed Sheeran
10488,2020-03-08,Train
10489,2020-03-08,Bazzi
10490,2020-03-08,Ed Sheeran
10491,2020-03-08,Bruno Mars
10492,2020-03-08,Marc E. Bassy
10493,2020-03-08,Ed Sheeran
10494,2020-03-08,Anne-Marie
10495,2020-03-08,Ed Sheeran
10496,2020-03-08,Taylor Swift
10497,2020-03-08,Donnie Trumpet & The Social Experiment
10498,2020-03-08,Ed Sheeran
10499,2020-03-08,Taylor Swift
10500,2020-03-08,Taylor Swift
10501,2020-03-08,Taylor Swift
10502,2020-03-08,"Earth, Wind & Fire"
10503,2020-03-08,WALK THE MOON
10504,2020-03-08,WALK THE MOON
10505,2020-03-08,Hailee Steinfeld
10506,2020-03-08,Justin Bieber
10507,2020-03-08,Hailee Steinfeld
10508,2020-03-08,Hailee Steinfeld
10509,2020-03-08,The Chainsmokers
10510,2020-03-08,Zedd
10511,2020-03-08,The Chainsmokers
10512,2020-03-08,MKTO
10513,2020-03-08,Simple Plan
10514,2020-03-08,MKTO
10515,2020-03-08,Ed Sheeran
10516,2020-03-08,Hailee Steinfeld
10517,2020-03-08,Train
10518,2020-03-08,Jason Mraz
10519,2020-03-08,Zedd
10520,2020-03-08,Hailee Steinfeld
10521,2020-03-08,Hailee Steinfeld
10522,2020-03-08,Justin Bieber
10523,2020-03-09,Ed Sheeran
10524,2020-03-09,Ed Sheeran
10525,2020-03-09,pewdiepie
10526,2020-03-09,pewdiepie
10527,2020-03-09,pewdiepie
10528,2020-03-09,Spongebob Squarepants
10529,2020-03-09,Smash Mouth
10530,2020-03-09,Shakira
10531,2020-03-09,Kahoot!
10532,2020-03-09,Murcy
10533,2020-03-09,VGR
10534,2020-03-09,Kahoot!
10535,2020-03-09,The Lonely Island
10536,2020-03-09,The Lonely Island
10537,2020-03-09,Ed Sheeran
10538,2020-03-09,The Lonely Island
10539,2020-03-09,Ed Sheeran
10540,2020-03-09,Kodak Black
10541,2020-03-09,Chance the Rapper
10542,2020-03-09,Chance the Rapper
10543,2020-03-09,Chance the Rapper
10544,2020-03-09,Ed Sheeran
10545,2020-03-09,Chance the Rapper
10546,2020-03-09,Ed Sheeran
10547,2020-03-09,Chance the Rapper
10548,2020-03-09,Chance the Rapper
10549,2020-03-09,Chance the Rapper
10550,2020-03-09,Lil Tjay
10551,2020-03-09,Billy Talent
10552,2020-03-09,Ed Sheeran
10553,2020-03-09,The Offspring
10554,2020-03-09,The Offspring
10555,2020-03-09,Owl City
10556,2020-03-09,VGR
10557,2020-03-09,VGR
10558,2020-03-09,Juice WRLD
10559,2020-03-09,Blackway
10560,2020-03-09,Jaden
10561,2020-03-09,VGR
10562,2020-03-09,Mariah Carey
10563,2020-03-09,The Weeknd
10564,2020-03-09,pewdiepie
10565,2020-03-09,Vanessa Carlton
10566,2020-03-09,Spongebob Squarepants
10567,2020-03-09,Hailee Steinfeld
10568,2020-03-09,Arizona Zervas
10569,2020-03-09,The Chainsmokers
10570,2020-03-09,MKTO
10571,2020-03-09,Hailee Steinfeld
10572,2020-03-09,Hailee Steinfeld
10573,2020-03-09,Hailee Steinfeld
10574,2020-03-09,Logic
10575,2020-03-09,XXXTENTACION
10576,2020-03-09,Ed Sheeran
10577,2020-03-09,Jeremy Zucker
10578,2020-03-09,Billie Eilish
10579,2020-03-09,A Great Big World
10580,2020-03-09,Gabriel Mercado
10581,2020-03-09,Nicholas Fraser
10582,2020-03-09,Stryker Pose
10583,2020-03-09,Nyan Cat
10584,2020-03-09,Hailee Steinfeld
10585,2020-03-09,The Chainsmokers
10586,2020-03-09,Zedd
10587,2020-03-09,The Chainsmokers
10588,2020-03-09,MKTO
10589,2020-03-09,Simple Plan
10590,2020-03-09,Ed Sheeran
10591,2020-03-09,Hailee Steinfeld
10592,2020-03-09,Train
10593,2020-03-09,Lil Tecca
10594,2020-03-09,Future
10595,2020-03-09,C418
10596,2020-03-09,The OneUps
10597,2020-03-09,Spongebob Squarepants
10598,2020-03-09,The Theme Song
10599,2020-03-09,Spongebob Squarepants
10600,2020-03-09,a-ha
10601,2020-03-09,The Lonely Island
10602,2020-03-09,a-ha
10603,2020-03-09,PIKOTARO
10604,2020-03-09,Céline Dion
10605,2020-03-09,Kahoot!
10606,2020-03-09,Murcy
10607,2020-03-09,Owl City
10608,2020-03-09,VGR
10609,2020-03-09,C418
10610,2020-03-09,The OneUps
10611,2020-03-09,pewdiepie
10612,2020-03-09,pewdiepie
10613,2020-03-09,Hailee Steinfeld
10614,2020-03-09,Hailee Steinfeld
10615,2020-03-09,Jason Mraz
10616,2020-03-09,Justin Bieber
10617,2020-03-09,Hailee Steinfeld
10618,2020-03-09,Train
10619,2020-03-09,Jason Mraz
10620,2020-03-09,Zedd
10621,2020-03-09,Hailee Steinfeld
10622,2020-03-09,Ed Sheeran
10623,2020-03-09,Ed Sheeran
10624,2020-03-09,Ed Sheeran
10625,2020-03-09,Ed Sheeran
10626,2020-03-09,Owl City
10627,2020-03-09,Ed Sheeran
10628,2020-03-09,Taylor Swift
10629,2020-03-09,Jason Mraz
10630,2020-03-09,James Arthur
10631,2020-03-09,Lauren Daigle
10632,2020-03-09,Ed Sheeran
10633,2020-03-09,Taylor Swift
10634,2020-03-09,Niall Horan
10635,2020-03-09,Kygo
10636,2020-03-09,Ed Sheeran
10637,2020-03-09,Ed Sheeran
10638,2020-03-09,MAX
10639,2020-03-09,Julia Michaels
10640,2020-03-09,MAX
10641,2020-03-09,Ed Sheeran
10642,2020-03-09,MAX
10643,2020-03-09,Julia Michaels
10644,2020-03-09,Julia Michaels
10645,2020-03-09,Ed Sheeran
10646,2020-03-09,Ed Sheeran
10647,2020-03-09,Taylor Swift
10648,2020-03-09,Taylor Swift
10649,2020-03-09,Arizona Zervas
10650,2020-03-09,Hailee Steinfeld
10651,2020-03-09,Hailee Steinfeld
10652,2020-03-09,Hailee Steinfeld
10653,2020-03-09,Hailee Steinfeld
10654,2020-03-09,The Chainsmokers
10655,2020-03-10,Zedd
10656,2020-03-10,Drax Project
10657,2020-03-10,Hailee Steinfeld
10658,2020-03-10,Digital Farm Animals
10659,2020-03-10,Hailee Steinfeld
10660,2020-03-10,Hailee Steinfeld
10661,2020-03-10,Hailee Steinfeld
10662,2020-03-10,Hailee Steinfeld
10663,2020-03-10,Hailee Steinfeld
10664,2020-03-10,Hailee Steinfeld
10665,2020-03-10,Drax Project
10666,2020-03-10,Hailee Steinfeld
10667,2020-03-10,Machine Gun Kelly
10668,2020-03-10,Machine Gun Kelly
10669,2020-03-10,Hailee Steinfeld
10670,2020-03-10,Hailee Steinfeld
10671,2020-03-10,
10672,2020-03-10,Hailee Steinfeld
10673,2020-03-10,
10674,2020-03-10,The Chainsmokers
10675,2020-03-10,Arizona Zervas
10676,2020-03-10,
10677,2020-03-10,The Chainsmokers
10678,2020-03-10,Arizona Zervas
10679,2020-03-10,
10680,2020-03-10,Justin Bieber
10681,2020-03-10,The Chainsmokers
10682,2020-03-10,
10683,2020-03-10,The Chainsmokers
10684,2020-03-10,Justin Bieber
10685,2020-03-10,
10686,2020-03-10,The Chainsmokers
10687,2020-03-10,Arizona Zervas
10688,2020-03-11,Hailee Steinfeld
10689,2020-03-11,Donnie Trumpet & The Social Experiment
10690,2020-03-11,Hailee Steinfeld
10691,2020-03-11,The Lonely Island
10692,2020-03-11,The Lonely Island
10693,2020-03-11,Hailee Steinfeld
10694,2020-03-11,Hailee Steinfeld
10695,2020-03-11,Hailee Steinfeld
10696,2020-03-11,
10697,2020-03-11,The Chainsmokers
10698,2020-03-11,Dua Lipa
10699,2020-03-11,Hailee Steinfeld
10700,2020-03-11,Ed Sheeran
10701,2020-03-11,Jason Mraz
10702,2020-03-11,Ed Sheeran
10703,2020-03-11,Ed Sheeran
10704,2020-03-11,This Wild Life
10705,2020-03-11,Ed Sheeran
10706,2020-03-11,Glenn & Ronan
10707,2020-03-11,Julio Gawleta
10708,2020-03-11,Jackie Evancho
10709,2020-03-11,Jon D
10710,2020-03-11,Jon D
10711,2020-03-11,Ed Sheeran
10712,2020-03-11,Ed Sheeran
10713,2020-03-11,Shawn Mendes
10714,2020-03-11,Andreas Moe
10715,2020-03-11,
10716,2020-03-11,Ed Sheeran
10717,2020-03-11,Hailee Steinfeld
10718,2020-03-11,
10719,2020-03-11,
10720,2020-03-11,Ed Sheeran
10721,2020-03-11,Ed Sheeran
10722,2020-03-11,Ed Sheeran
10723,2020-03-11,
10724,2020-03-11,Ed Sheeran
10725,2020-03-11,Ed Sheeran
10726,2020-03-12,Logic
10727,2020-03-12,Logic
10728,2020-03-12,
10729,2020-03-12,Ed Sheeran
10730,2020-03-12,Ed Sheeran
10731,2020-03-12,Ed Sheeran
10732,2020-03-12,Jason Mraz
10733,2020-03-12,Jon D
10734,2020-03-12,Hailee Steinfeld
10735,2020-03-12,Train
10736,2020-03-12,Jason Mraz
10737,2020-03-12,Donnie Trumpet & The Social Experiment
10738,2020-03-12,Zedd
10739,2020-03-12,Hailee Steinfeld
10740,2020-03-12,Hailee Steinfeld
10741,2020-03-12,Justin Bieber
10742,2020-03-12,
10743,2020-03-12,Flo Rida
10744,2020-03-12,The Chainsmokers
10745,2020-03-12,Arizona Zervas
10746,2020-03-12,Hailee Steinfeld
10747,2020-03-12,The Chainsmokers
10748,2020-03-12,Zedd
10749,2020-03-12,The Chainsmokers
10750,2020-03-12,MKTO
10751,2020-03-12,MKTO
10752,2020-03-12,Ed Sheeran
10753,2020-03-12,Hailee Steinfeld
10754,2020-03-12,Train
10755,2020-03-12,Jason Mraz
10756,2020-03-12,Donnie Trumpet & The Social Experiment
10757,2020-03-12,Zedd
10758,2020-03-12,Hailee Steinfeld
10759,2020-03-12,
10760,2020-03-12,Hailee Steinfeld
10761,2020-03-12,
10762,2020-03-12,Ed Sheeran
10763,2020-03-12,Ed Sheeran
10764,2020-03-12,Ed Sheeran
10765,2020-03-12,Jason Mraz
